object,color,count_base,count_pattern,p_base,p_pattern,binding_strength,binding_gap,p_obj,p_color,p_joint,pmi,ppmi,npmi,binding_score,category
ball,white,64,1,0.028431808085295423,0.000444247001332741,0.015625,0.02798756108396268,0.0037518354992641337,0.026127842419575546,1.6667416700418185e-06,-4.074376067040501,0.0,-0.3062372290795926,0.0,under
ball,black,49,2,0.021768103065304308,0.000888494002665482,0.04081632653061225,0.020879609062638825,0.0037518354992641337,0.031599755322322835,3.333483340083637e-06,-3.5713767589630723,0.0,-0.2831843009400679,0.0,under
ball,brown,4,0,0.001776988005330964,0.0,0.0,0.001776988005330964,0.0037518354992641337,0.006370286662899831,0.0,-5.074376067040501,0.0,-1.0,0.0,never
car,blue,83,12,0.02108739837398374,0.003048780487804878,0.14457831325301204,0.018038617886178863,0.006560295213284598,0.01797247542806093,2.0000900040501822e-05,-1.774099774080463,0.0,-0.16396890086031188,0.0,under
car,yellow,29,4,0.007367886178861789,0.0010162601626016261,0.13793103448275862,0.0063516260162601625,0.006560295213284598,0.0064769581297825065,6.666966680167274e-06,-1.8521215938038857,0.0,-0.15540089709639532,0.0,under
car,red,115,25,0.029217479674796747,0.0063516260162601625,0.21739130434782608,0.022865853658536585,0.006560295213284598,0.016022387674112,4.166854175104546e-05,-0.9252761281840065,0.0,-0.09174080597631147,0.0,under
car,green,38,3,0.009654471544715448,0.0007621951219512195,0.07894736842105263,0.008892276422764227,0.006560295213284598,0.011595521798480932,5.000225010125456e-06,-2.7221716622419225,0.0,-0.22301863812872735,0.0,under
car,pink,17,1,0.004319105691056911,0.00025406504065040653,0.05882352941176471,0.0040650406504065045,0.006560295213284598,0.007897022032658137,1.6667416700418185e-06,-3.436650709705122,0.0,-0.25830467618541764,0.0,under
car,orange,16,2,0.0040650406504065045,0.0005081300813008131,0.125,0.0035569105691056913,0.006560295213284598,0.004475201384062283,3.333483340083637e-06,-2.1755691513694106,0.0,-0.1725068708394128,0.0,under
car,purple,8,0,0.0020325203252032522,0.0,0.0,0.0020325203252032522,0.006560295213284598,0.003536825823828739,0.0,-5.074376067040501,0.0,-1.0,0.0,never
car,white,106,10,0.02693089430894309,0.002540650406504065,0.09433962264150943,0.024390243902439025,0.006560295213284598,0.026127842419575546,1.6667416700418184e-05,-2.3305813913118674,0.0,-0.21183146468221545,0.0,under
car,black,127,8,0.032266260162601625,0.0020325203252032522,0.06299212598425198,0.030233739837398372,0.006560295213284598,0.031599755322322835,1.3333933360334548e-05,-2.7438728151085936,0.0,-0.24443869225374906,0.0,under
car,brown,4,0,0.0010162601626016261,0.0,0.0,0.0010162601626016261,0.006560295213284598,0.006370286662899831,0.0,-5.074376067040501,0.0,-1.0,0.0,never
